true,pred
58.0,47.88203184015282
58.0,57.96944336595942
73.0,62.58429092185503
73.0,40.358523493575944
59.0,48.482797636865484
59.0,52.79263086031102
69.0,59.52155789541246
69.0,60.899287938077975
55.0,44.083780629379305
55.0,59.42574241291379
25.0,11.51066903499435
25.0,71.33658773646863
53.0,40.90002221668675
53.0,40.55358402669822
78.0,66.2834281139746
78.0,30.626199140475762
68.0,57.611990577564484
68.0,39.60053853441883
88.0,75.19485077360059
88.0,75.8766385267993
67.0,54.34827313815168
67.0,11.851102712251816
72.0,62.47958144045822
72.0,29.41970967489749
58.0,48.24505918037522
58.0,38.130824285908545
67.0,57.356514332841925
67.0,22.751644072830288
65.0,55.83739992224861
65.0,64.11505676250806
40.0,28.825163577040428
40.0,56.3180151506329
73.0,64.17299854782397
73.0,57.53587483520192
69.0,60.19315173151426
69.0,58.340371925990496
74.0,64.45996072691474
74.0,55.1319302965901
32.0,22.420152534662634
32.0,44.876278724082965
60.0,51.49586810658661
60.0,39.64264195402541
38.0,21.799207138553925
38.0,64.06792623997472
59.0,46.57204964729402
59.0,69.39766079303706
55.0,43.08833442877358
55.0,58.44856962869653
67.0,55.58313047243814
67.0,69.29171273872237
80.0,68.10847044620846
80.0,65.71895222339163
33.0,20.65172082339666
33.0,59.40864077580545
43.0,29.992091303582185
43.0,44.39289892930327
35.0,25.003560312089462
35.0,59.84582837139146
45.0,32.081206629129156
45.0,67.96139341186063
71.0,59.63763351889139
71.0,65.22040947773098
58.0,43.398246896561886
58.0,35.858162569986575
66.0,56.679206713139024
66.0,55.57224974448741
43.0,31.919581174452787
43.0,66.80145674239799
76.0,65.33517282970746
76.0,66.05371261203857
51.0,42.21600734853325
51.0,69.16335398311963
67.0,57.248192103884264
67.0,50.352782432880815
45.0,31.949861169542828
45.0,56.012622513501185
72.0,61.07511939491877
72.0,14.360572192214931
46.0,35.45784050564555
46.0,62.13976028046028
62.0,51.34086511910175
62.0,65.23820996517355
38.0,27.851002330685844
38.0,45.89688953373354
60.0,46.50463818181129
60.0,59.710096343231214
67.0,57.22298342410721
67.0,55.86808886197474
68.0,58.170867921260424
68.0,51.08715963049866
32.0,22.272154164377923
32.0,54.10094022594694
54.0,41.80944017974929
54.0,3.411759768615866
39.0,27.061980491820748
39.0,59.54150482890748
25.0,11.031143696935544
25.0,34.15994227687219
7.0,-6.685659111940311
7.0,61.1241171969661
57.0,46.5445692850206
57.0,49.92358955899732
52.0,40.18944459254368
52.0,36.406296750771105
64.0,54.93877433452235
64.0,11.963746677400025
71.0,61.86162556033719
71.0,48.13970548205981
75.0,64.18872758514965
75.0,44.80053477129911
66.0,56.61101525563788
66.0,19.379112216657347
38.0,24.08078824756535
38.0,67.88050825564568
62.0,51.774317643856136
62.0,69.47718480719686
43.0,31.27088868734603
43.0,65.0449509977347
65.0,55.379066045307354
65.0,61.318621569277184
65.0,56.45925058363906
65.0,52.73004043449697
58.0,48.9309999830254
58.0,56.57347447177972
59.0,47.17080027874488
59.0,59.83070781132841
42.0,25.622179491632494
42.0,56.46955617834925
78.0,67.80558188581261
78.0,51.140995281173616
31.0,18.745574106182175
31.0,67.65103838136832
58.0,46.30194595391362
58.0,56.45611882936987
58.0,45.885182654776884
58.0,30.703410440774064
41.0,27.797668636002186
41.0,38.688524558684946
69.0,58.559683271166534
69.0,57.488763080502565
70.0,59.90304666762938
70.0,48.01452086220797
63.0,52.72034868496911
63.0,62.07669938176821
65.0,55.42783561269948
65.0,56.846636324856036
18.0,4.075352947234137
18.0,62.015828536529625
74.0,63.36990094152941
74.0,52.276514404029115
74.0,61.93683737990858
74.0,61.368841120021955
61.0,50.83249365827686
61.0,26.161219306308396
31.0,17.95621771169766
31.0,49.565892429958296
68.0,58.50484550563232
68.0,45.9152864388235
23.0,8.331251673795862
23.0,59.782138731227064
22.0,9.95627205708064
22.0,60.424059310324424
25.0,10.291608450123022
25.0,53.32325272466761
73.0,63.12316719127449
73.0,65.24567613141102
75.0,64.0653388174839
75.0,60.647028469727445
51.0,39.22592350352812
51.0,47.25295414283704
69.0,58.88442633079774
69.0,43.40549578137433
78.0,66.37316530981076
78.0,52.327687770231535
67.0,57.42568718021903
67.0,53.93428059534051
43.0,30.258975536763558
43.0,27.719381923110234
60.0,50.047187818761415
60.0,31.20940146957207
45.0,34.1818152976374
45.0,41.06499917967528
53.0,42.715443502889514
53.0,4.5635695847471425
63.0,54.68675601789272
63.0,47.28211101813963
68.0,57.62225558084447
68.0,37.14059970356709
64.0,54.096047863614615
64.0,61.48690844971469
11.0,-1.1437306733159858
11.0,53.86900508553032
61.0,51.147838671726504
61.0,18.808398486416593
72.0,61.07829185450993
72.0,63.970791730220355
39.0,25.439141034923864
39.0,48.34173990444367
36.0,23.550732104379847
36.0,49.20671311413912
69.0,56.39963278992411
69.0,43.13096876208988
75.0,64.41791090365973
75.0,58.63996065680237
74.0,63.28376424699587
74.0,34.052610425063676
66.0,53.97216523714866
66.0,60.389625709713926
40.0,28.278451188942597
40.0,43.23099728062277
70.0,60.06938504994508
70.0,63.840509211756
79.0,67.62469502141295
79.0,56.40980375792901
34.0,21.17263476547464
34.0,37.975856994583125
57.0,44.9035560600002
57.0,67.17991045157481
72.0,62.92251948113346
72.0,35.84115435610647
71.0,61.81337206216085
71.0,58.401631436067476
75.0,64.09381620816339
75.0,52.634460056182206
68.0,59.188609433289855
68.0,58.94926400130282
67.0,52.83269259395519
67.0,18.896959184457046
53.0,41.450270720462925
53.0,31.121657447310042
65.0,53.8426447821908
65.0,55.33352351101456
34.0,17.956183545397835
34.0,55.07421435567096
71.0,58.73358928062004
71.0,54.81292487928704
37.0,21.919818329128987
37.0,22.987121418160996
64.0,48.57479235033003
64.0,-4.587687884119703
75.0,63.89745836621921
75.0,14.191556722899918
73.0,63.006463827175935
73.0,7.063780430034342
76.0,65.62462898669293
76.0,45.12742999647406
62.0,53.06888322667788
62.0,50.60995782329218
61.0,50.248605427076484
61.0,32.282549362492034
38.0,25.477163843261167
38.0,46.48894401177017
79.0,66.22554164334326
79.0,44.870750223042876
63.0,53.68976157247283
63.0,62.84377415897285
60.0,45.20221556651211
60.0,64.56248004150785
68.0,55.91553707230253
68.0,59.15335362545801
71.0,60.5731949093057
71.0,41.57878872076361
27.0,13.499224835910809
27.0,49.607715967740205
66.0,55.8196816528191
66.0,51.90849121196936
68.0,57.72853632619848
68.0,58.712265949522475
68.0,56.396215547511986
68.0,61.867184595870754
29.0,13.889598980458118
29.0,65.86321239499608
61.0,49.05002028110522
61.0,44.115293823928994
80.0,67.64996873501838
80.0,43.68934620813559
58.0,46.39142472405854
58.0,65.13078840422651
59.0,47.15854693837002
59.0,27.567232374553157
51.0,38.92320746222168
51.0,44.72800730791573
51.0,40.04265786505465
51.0,61.39142551065106
55.0,42.91902011649165
55.0,68.16157442170163
30.0,13.666006408300689
30.0,56.29078709517046
72.0,63.182805071933444
72.0,69.68479126196598
56.0,42.28165876179605
56.0,57.28100810572221
63.0,52.009823339590014
63.0,22.511704765435923
63.0,54.162703131846456
63.0,53.84183573038695
67.0,56.079727329483546
67.0,61.192799383170666
63.0,50.40002203278726
63.0,58.750683515007495
80.0,68.94014458940154
80.0,59.76808438386041
34.0,19.179771297689342
34.0,53.2536528270071
69.0,57.48555234746601
69.0,17.67246414698343
62.0,44.222794650799756
62.0,15.209958355408048
27.0,13.323770901064279
27.0,55.10766010148478
70.0,60.60796170391228
70.0,59.7847494733586
67.0,57.80637718906053
67.0,57.40466884655808
58.0,46.66969222760298
58.0,62.81052248326961
50.0,39.22271549040187
50.0,46.25606979447787
77.0,67.15970367885552
77.0,63.65230966815773
51.0,38.8986375615209
51.0,54.764709281156456
78.0,67.36359893570312
78.0,29.75657228971494
70.0,60.119889401265254
70.0,54.45666471282061
62.0,49.78222519452055
62.0,49.71781036647286
36.0,22.302083750546444
36.0,52.519940085782025
73.0,63.02740847374588
73.0,53.76870167997828
15.0,0.5334053822795681
15.0,58.68479139409499
73.0,61.76392873156004
73.0,59.2855541716192
50.0,37.768073556915965
50.0,59.360235159185834
41.0,27.48447878584011
41.0,60.388002103347276
69.0,54.64145845060045
69.0,38.14607332068965
40.0,25.47752075809359
40.0,56.631559627767444
78.0,67.99162002443444
78.0,3.99436732650463
70.0,60.6273077913076
70.0,48.25406854414206
67.0,59.07043722335084
67.0,36.24986028722418
41.0,26.424243167825864
41.0,10.225075828927743
76.0,65.5049914330562
76.0,24.647098639391857
55.0,44.87081104333441
55.0,17.404178549714345
54.0,42.33631530971809
54.0,70.28276361124875
74.0,64.0668434819541
74.0,40.81312782044978
69.0,58.906572786123775
69.0,56.55156820785709
21.0,5.659496819881269
21.0,48.39262647966302
46.0,35.45033924108759
46.0,66.66703614411489
60.0,47.62222639728839
60.0,43.354456669770514
30.0,17.542790931944467
30.0,31.528857319558995
63.0,53.33446408349096
63.0,17.0816786712669
79.0,68.3869310113966
79.0,32.82214473592313
77.0,65.38393606625692
77.0,66.68499293087092
58.0,47.3422967650892
58.0,69.75708061212345
57.0,48.24577321539982
57.0,53.02671516101378
62.0,51.86185384009474
62.0,57.50655632278108
28.0,14.591117496930963
28.0,64.86135380799294
64.0,54.052917599101704
64.0,41.74074457504298
62.0,49.89621554412082
62.0,45.58432673140618
58.0,45.66988025422927
58.0,50.28237457669428
71.0,58.35278186034208
71.0,52.075829572437954
46.0,33.83819431076131
46.0,49.86031554382697
57.0,45.3197200657674
57.0,41.341916415530875
65.0,55.685490365010196
65.0,53.20859967148846
55.0,45.09957490309779
55.0,59.499860661309754
70.0,57.73276038163385
70.0,57.074086051849235
71.0,61.59769193046861
71.0,63.566015965847726
66.0,55.02239492392147
66.0,20.504754776295158
50.0,38.10673893201397
50.0,36.802459446883745
47.0,35.966997672779996
47.0,47.644960898561294
60.0,47.431480479803156
60.0,42.43069020348486
33.0,20.433126274023323
33.0,60.489693796754466
60.0,51.963230086728174
60.0,46.41599234939923
69.0,58.28265634812635
69.0,-4.500388636994728
58.0,46.37318783712476
58.0,52.12489386313757
73.0,60.277590142097665
73.0,33.73575917880754
68.0,58.239121261699324
68.0,68.47328489399314
45.0,34.3939851495723
45.0,65.36491374969773
62.0,49.65950408703293
62.0,42.09739903578509
61.0,51.3446308229461
61.0,47.05123814057055
31.0,15.63423339303398
31.0,63.562792244236675
59.0,49.526373955641645
59.0,51.23817170863083
58.0,47.398384881909976
