true,pred
58.0,48.00131854439394
58.0,59.69137492698661
73.0,64.41263705318954
73.0,45.02145032601203
59.0,49.259545144183505
59.0,54.14822724766765
69.0,59.8982553587133
69.0,66.41354622991685
55.0,45.53448640198246
55.0,61.39673227180839
25.0,15.229647281483608
25.0,74.15299696185747
53.0,43.129276974269146
53.0,41.047123194670064
78.0,69.54569998937586
78.0,33.01135263537981
68.0,59.31755733175186
68.0,39.9116017069494
88.0,79.20270305265723
88.0,79.30161559740662
67.0,58.57686712364358
67.0,13.86804095449969
72.0,62.84087629039402
72.0,33.711260466191845
58.0,48.42023301239021
58.0,43.06160593752452
67.0,57.37608064159514
67.0,26.343502748815695
65.0,55.32534463478618
65.0,64.67736100100893
40.0,30.234027033170833
40.0,57.259603458543154
73.0,64.13933712564119
73.0,58.25253380677492
69.0,59.2589400896706
69.0,59.35235308700817
74.0,64.79766742822227
74.0,56.36367224761278
32.0,21.826600234875514
32.0,50.5581717272093
60.0,50.888709378891406
60.0,44.26653241381865
38.0,29.0741996866023
38.0,65.7266207443082
59.0,50.76019311216447
59.0,70.54827350308585
55.0,46.116007615705314
55.0,58.31777600175326
67.0,57.54831192327447
67.0,71.8890651741973
80.0,71.66262416098118
80.0,66.57344721859334
33.0,23.905450331027282
33.0,64.1607806491225
43.0,33.21299284014043
43.0,47.87069366926255
35.0,25.60610347558287
35.0,59.44339121195907
45.0,36.05689206889849
45.0,71.33236188489832
71.0,62.23323085895578
71.0,66.90461119498002
58.0,49.926339146521684
58.0,43.82496696726315
66.0,56.75800740234121
66.0,54.49872335305179
43.0,33.518582719495555
43.0,68.36685450155198
76.0,67.17420646283995
76.0,69.56308846066037
51.0,41.14363842181814
51.0,70.91579103494291
67.0,57.84375115246888
67.0,50.41944715009447
45.0,36.133420340351904
45.0,54.91905561755999
72.0,62.637447566815695
72.0,18.98638314986937
46.0,36.14884153960304
46.0,63.362538810509875
62.0,52.73550956368615
62.0,67.59530689622733
38.0,27.990937872314134
38.0,48.57140786627889
60.0,50.78475216956895
60.0,61.26881737067919
67.0,58.277507647413245
67.0,57.34871679640122
68.0,58.53958167692463
68.0,51.01986199681238
32.0,22.242523855175023
32.0,56.449479624939386
54.0,44.51832005733871
54.0,6.643681237573276
39.0,29.141604313513255
39.0,60.573105426793745
25.0,16.049435278069154
25.0,39.10276285641987
7.0,-2.973976883492071
7.0,60.74565470676697
57.0,47.870542827758015
57.0,53.17884608363778
52.0,42.947710056028995
52.0,40.688971113829325
64.0,54.201312495916284
64.0,15.777495374912462
71.0,62.18548131127909
71.0,51.695544811289835
75.0,66.29649966304919
75.0,48.82190511377439
66.0,56.666741936038875
66.0,27.336420778857985
38.0,28.470502445921113
38.0,70.42317998130005
62.0,52.8849331349964
62.0,71.53392489366547
43.0,34.02768854585952
43.0,67.36891297264265
65.0,55.59752793504856
65.0,63.62683101754067
65.0,55.84115246835523
65.0,51.579110729039144
58.0,48.12598754230106
58.0,55.568122251118496
59.0,49.23200700143394
59.0,59.13139755633773
42.0,32.90269058009119
42.0,56.83220340791496
78.0,69.17594975055954
78.0,51.877880913988236
31.0,21.09763469906028
31.0,68.3852274194
58.0,48.80009307426002
58.0,56.47413652421977
58.0,48.573700335316914
58.0,34.577227306125735
41.0,31.99341896408032
41.0,45.64174827178357
69.0,59.139333116245155
69.0,57.431837671295966
70.0,60.39257763878686
70.0,54.023260215365895
63.0,53.34874412831664
63.0,61.91462591861438
65.0,55.68218435883108
65.0,58.59145310122301
18.0,9.134551135838365
18.0,63.971306867132455
74.0,65.07159280834793
74.0,57.491569890655626
74.0,64.56161056077133
74.0,60.72259868723563
61.0,51.50331726983694
61.0,28.957260789607687
31.0,21.272820042718422
31.0,50.298139134946155
68.0,59.1962442697577
68.0,51.60597022362748
23.0,13.64948175957852
23.0,59.99542246923721
22.0,13.23832921334025
22.0,63.95589444841164
25.0,16.268458952388983
25.0,56.478222868490775
73.0,63.725766593512844
73.0,68.73796605963622
75.0,65.37843857477282
75.0,60.70952930444241
51.0,41.41527242160453
51.0,47.11174953927639
69.0,59.70975583389844
69.0,46.66275746913425
78.0,69.23597114113272
78.0,54.0456318167993
67.0,57.3904223217624
67.0,57.711739970402675
43.0,34.17831192698537
43.0,28.680331536596555
60.0,50.60939682056437
60.0,37.52291201951192
45.0,35.85429904929333
45.0,45.179628918194396
53.0,43.19971930329001
53.0,10.483486142966512
63.0,53.826304643791616
63.0,47.08744443255068
68.0,58.61783863579035
68.0,39.89683903967273
64.0,54.43957496132384
64.0,60.56715867482984
11.0,2.1955202653175547
11.0,54.030218542342254
61.0,52.27840862686463
61.0,21.917824532040868
72.0,62.69852309185029
72.0,65.10156079287498
39.0,30.009327927563902
39.0,48.722483792525736
36.0,26.42628956228623
36.0,53.13070786764462
69.0,60.04170947184895
69.0,47.01867164498606
75.0,65.68022345813904
75.0,60.50189465047191
74.0,64.71324256828217
74.0,38.020296352963044
66.0,57.093028041239904
66.0,60.84580183752564
40.0,31.267192963376885
40.0,45.58380613324539
70.0,61.069703601243475
70.0,65.61798166139602
79.0,69.72634227523935
79.0,56.5225155017871
34.0,24.460406609306574
34.0,40.17966813609877
57.0,47.54459794080185
57.0,68.14697238820594
72.0,63.203468703653016
72.0,40.21917594064041
71.0,61.84716889451971
71.0,62.94326609576257
75.0,65.77787813468484
75.0,54.38778566562388
68.0,58.59183478961285
68.0,58.332813585682175
67.0,58.584061625723564
67.0,23.026138943674766
53.0,44.59296215401497
53.0,32.221203474937965
65.0,55.49453379174048
65.0,56.15692882610773
34.0,25.103546719668202
34.0,54.945039158296424
71.0,62.02168932375491
71.0,54.43982503190915
37.0,27.965981797185293
37.0,25.159535772316246
64.0,55.81926424331067
64.0,-1.1319950672385062
75.0,65.65165619660996
75.0,17.347142348356556
73.0,64.06090031944387
73.0,9.523487874244154
76.0,67.6501621441825
76.0,47.77490643875848
62.0,52.80569521343938
62.0,52.54691885844704
61.0,51.27174641265782
61.0,33.466917282954114
38.0,28.325111800396087
38.0,49.5375753987247
79.0,70.08713294393954
79.0,49.8412338731049
63.0,54.02177326444155
63.0,64.44407614743636
60.0,51.86410527664083
60.0,65.2153548352897
68.0,58.90376747496731
68.0,58.820825202215815
71.0,61.71876991595383
71.0,45.01065360822207
